"Geschlecht","Alter","AnzahlGeschwister","WohnortMuenster","Wohntyp","Wohnflaeche","Wohnzufriedenheit","Wohnkosten","FahrzeitRadDom","MatheVorkurs","Studiengang","Lehre","AnderesStudium","Bundesland","EntfernungSchule","Abiturnote","Mathematik","SoWi","Spanisch","Informatik","Deutsch","Sport","Musik","Englisch","Physik","Erdkunde","Geschichte","Chemie","Kunst","Biologie","Franzoesisch","Wirtschaft","Keine","Textfeld","MathenoteDurchschnitt","Auslandsaufenthalt","Nebenjob","Bafoeg","Monatsbudget","Verkehrsmittel","SozialesEngagement","Buecher","ErwartetesGehalt","40Prozent","60Prozent","Medienvertrauen"
"weiblich",19,"1","ja","in einer WG",9,"zufrieden",350,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2.4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"10","nein",0,0,700,"Fahrrad",0,"101-500",NA,"40","60",72
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"weiblich",21,"1","ja","zusammen mit meinem Partner/meiner Partnerin",49,"sehr zufrieden",920,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","nein","Niedersachsen","50-100 km",1.6,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"12","nein",0,0,700,"Fahrrad",0,"1001-2000",3500,"40","60",85
"weiblich",19,"1","nein","alleine in einer Wohnung",55,"es ist okay",560,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Berlin","500-1000 km",1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Latein","10","nein",0,590,NA,"ÖPNV",0,"51-100",3000,"40","3/5",74
"männlich",20,"2","ja","in einer WG",16,"unzufrieden",380,"zwischen 20 und 30 min","nein","Betriebswirtschaftslehre","nein","nein","Hessen","200-500 km",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Politik u. Wirtschaft","11","nein",0,0,450,"Auto",0,"101-500",60000,"40","60",99
"männlich",19,"1","nein","bei meinen Eltern",80,"zufrieden",NA,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",2.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"3","nein",0,511,NA,"ÖPNV",0,"51-100",60000,"40","60",63
"männlich",21,"1","nein","bei meinen Eltern",250,"sehr zufrieden",0,"Ich wohne nicht in Münster","nein","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",2.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"6","nein",0,0,300,"ÖPNV",0,"101-500",48000,"40","60",23
"männlich",19,"1","ja","in einer WG",25,"zufrieden",400,"zwischen 20 und 30 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.8,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","nein",0,0,940,"ÖPNV",0,"101-500",70000,"40","60",65
"männlich",20,"2","ja","in einem Wohnheim",14,"sehr zufrieden",304,"zwischen 10 und 15 min","ja","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2.4,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"10","nein",0,0,700,"Fahrrad",0,"51-100",40000,"40","3/5",54
"weiblich",19,"1","ja","in einer WG",14,"es ist okay",280,"weniger als 2 min","ja","Wirtschaft und Recht","nein","nein","Nordrhein-Westfalen","100-200 km",1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"13","nein",8,0,250,"Fahrrad",0,"1-50",40000,"40","3/5",45
"männlich",20,"1","ja","in einem Wohnheim",11,"zufrieden",245,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"12","nein",0,0,650,"Fahrrad",5,"51-100",4200,"40","60",60
"männlich",19,"1","nein","bei meinen Eltern",60,"sehr zufrieden",NA,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1.3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","nein",6,0,400,"Auto",0,"101-500",60000,"40","60",19
"weiblich",22,"1","ja","in einem Wohnheim",10,"zufrieden",344,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"11","nein",0,117,865,"Fahrrad",0,"101-500",40000,"40","60",19
"männlich",19,"1","ja","in einem Wohnheim",25,"sehr zufrieden",315,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","20-50 km",1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"15","nein",0,0,377,"Fahrrad",0,"501-1000",3000,"40","60",84
"männlich",18,"2","nein","bei meinen Eltern",50,"sehr zufrieden",0,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",5,0,1200,"Auto",0,"501-1000",85000,"40","3/5",100
"weiblich",19,"1","ja","in einer WG",18,"sehr zufrieden",574,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1.1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",0,0,1141,"Fahrrad",0,"51-100",50000,"40","60",85
"männlich",19,"2","nein","bei meinen Eltern",140,"sehr zufrieden",0,"Ich wohne nicht in Münster","nein","Politik und Wirtschaft","nein","nein","Nordrhein-Westfalen","20-50 km",1.9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"13","nein",12,0,400,"Fahrrad",8,"1-50",50000,"40","3/5",52
"weiblich",20,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"weiblich",20,"1","nein","in einer WG",60,"sehr zufrieden",580,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Niedersachsen","200-500 km",2.2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"7","nein",5,NA,1000,"zu Fuß",0,"mehr als 2000",50000,"40","60",77
"weiblich",21,"2","ja","zusammen mit meinem Partner/meiner Partnerin",60,"zufrieden",1050,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","10-20 km",1.5,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","nein",6,0,1400,"Fahrrad",0,"101-500",60000,"25","1/30",74
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"divers",25,"1","ja","zusammen mit meinem Partner/meiner Partnerin",63,"sehr zufrieden",860,"zwischen 2 und 5 min","nein","Wirtschaft und Recht","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Rheinland-Pfalz","200-500 km",2.4,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",0,400,812,"Fahrrad",10,"51-100",40000,"40","3/5",82
"weiblich",22,"1","ja","in einer WG",21,"sehr zufrieden",450,"zwischen 10 und 15 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","50-100 km",1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"3","nein",10,NA,400,"Fahrrad",NA,"1-50",55000,"40","60",31
"weiblich",20,"1","ja","alleine in einer Wohnung",27,"es ist okay",320,"zwischen 5 und 10 min","nein","Wirtschaft und Recht","nein","nein","Nordrhein-Westfalen","20-50 km",1.7,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",0,0,NA,"Fahrrad",0,"51-100",1700,"40","3/5",59
"weiblich",18,"3","ja","in einer WG",14,"sehr zufrieden",450,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Niedersachsen","200-500 km",1.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Politik","13","nein",0,0,1600,"Fahrrad",0,"501-1000",35000,"40","60",73
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",23,"3","ja","in einer WG",16,"unzufrieden",546.5,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Niedersachsen","50-100 km",2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Politik","8","nein",15,0,1200,"Fahrrad",8,"1-50",55000,"40","3/5",85
"männlich",19,"1","ja","alleine in einer Wohnung",35,"sehr zufrieden",400,"zwischen 5 und 10 min","nein","Wirtschaft und Recht","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","50-100 km",2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"9","nein",10,0,1000,"Fahrrad",4,"101-500",30000,"40","60",80
"männlich",18,"2","ja","in einer WG",20,"sehr zufrieden",450,"weniger als 2 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","20-50 km",1.8,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","nein",0,0,450,"zu Fuß",0,"501-1000",10000,"40","60",11
"weiblich",22,"1","ja","alleine in einer Wohnung",25,"sehr zufrieden",560,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","ja, aber ich habe dieses Studium nicht abgeschlossen","Niedersachsen","200-500 km",1.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Politik","11","nein",0,0,1250,"Fahrrad",0,"51-100",45000,"40","3/5",62
"männlich",20,"1","ja","alleine in einer Wohnung",30,"zufrieden",490,"zwischen 2 und 5 min","ja","Betriebswirtschaftslehre","nein","nein","Hessen","200-500 km",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"10","ja",0,0,1000,"Fahrrad",0,"501-1000",35000,"40","60",70
"männlich",19,"1","ja","in einem Wohnheim",14,"sehr zufrieden",250,"zwischen 2 und 5 min","ja","Wirtschaft und Recht","nein","nein","Nordrhein-Westfalen","100-200 km",1.3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",8,0,1100,"Fahrrad",10,"501-1000",60000,"40","3/5",57
"männlich",21,"2","ja","in einem Wohnheim",15,"zufrieden",NA,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Niedersachsen","50-100 km",1.8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,"Latein","13","nein",0,0,850,"Fahrrad",0,"101-500",50000,"40","60",83
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"weiblich",19,"0","nein","alleine in einer Wohnung",40,"zufrieden",NA,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pädagogik","14","ja",0,0,NA,"Fahrrad",0,"51-100",3000,"40","3/5",80
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",21,"1","ja","in einer WG",80,"sehr zufrieden",465,"zwischen 10 und 15 min","ja","Volkswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","20-50 km",3.2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"8","nein",15,175,1400,"Fahrrad",0,"1-50",1e+05,"40","60",46
"männlich",22,"0","ja","in einer WG",80,"zufrieden",465,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","20-50 km",2.2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"8","nein",18,0,1200,"Fahrrad",0,"101-500",4200,"40","3/5",13
"weiblich",19,"2","ja","in einer WG",13,"zufrieden",500,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.6,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",0,0,950,"Fahrrad",0,"51-100",3500,"40","3/5",70
"männlich",24,"2","ja","in einem Wohnheim",33,"zufrieden",487.34,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Ich habe meinen Schulabschluss nicht in Deutschland gemacht","mehr als 1000 km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"0","ja",0,0,934,"ÖPNV",1,"51-100",35000,"40","60",60
"männlich",21,"1","ja","in einer WG",10,"zufrieden",260,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",2.3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","nein",8,0,500,"Fahrrad",0,"1-50",45000,"40","60",74
"männlich",20,"2","nein","bei meinen Eltern",20,"zufrieden",0,"Ich wohne nicht in Münster","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Niedersachsen","50-100 km",2.2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"10","nein",0,0,2000,"ÖPNV",10,"501-1000",85000,"40","60",37
"männlich",19,"1","ja","alleine in einer Wohnung",45,"zufrieden",NA,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Rheinland-Pfalz","200-500 km",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"12","nein",0,0,NA,"Fahrrad",NA,"101-500",NA,"40","60",71
"weiblich",19,"1","ja","in einer WG",26,"sehr zufrieden",510,"zwischen 2 und 5 min","nein","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erziehungswissenschaft","3","nein",0,0,300,"zu Fuß",0,"101-500",NA,"40","60",51
"weiblich",19,"2","ja","in einer WG",16,"sehr zufrieden",320,"mehr als 30 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.5,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","nein",0,0,620,"ÖPNV",0,"501-1000",23000,"40","60",87
"weiblich",20,"3","ja","in einer WG",20,"es ist okay",700,"zwischen 10 und 15 min","nein","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pädagogik","4","ja",0,0,3000,"Fahrrad",0,"101-500",NA,NA,NA,NA
"weiblich",18,"1","ja","alleine in einer Wohnung",30,"sehr zufrieden",NA,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","nein","Baden-Württemberg","200-500 km",2.5,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gemeinschaftskunde","3","nein",0,0,NA,"ÖPNV",0,"51-100",40000,"1/4","3/5",54
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",20,"1","ja","in einem Wohnheim",18,"sehr zufrieden",350,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Niedersachsen","50-100 km",2.4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Betriebswirtschaft mit Rechnungswesen und Controlling","8","nein",0,217,820,"Fahrrad",8,"1-50",50000,"40","60",71
"männlich",20,"2","nein","bei meinen Eltern",20,"sehr zufrieden",0,"Ich wohne nicht in Münster","ja","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","50-100 km",1.8,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","nein",10,NA,600,"ÖPNV",0,"51-100",60000,"40","3/5",77
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",22,"0","ja","in einem Wohnheim",18,"sehr zufrieden",625,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","100-200 km",2.3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"13","nein",0,0,NA,"Fahrrad",0,"1-50",45000,"40","60",67
"weiblich",21,"2","ja","zusammen mit meinem Partner/meiner Partnerin",65,"sehr zufrieden",NA,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","0-10 km",1.2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","nein",10,0,NA,"Fahrrad",0,"501-1000",45000,"40","3/5",76
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",23,"2","ja","in einer WG",12,"es ist okay",327,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","ja und ich habe diese Ausbildung abgeschlossen","nein","Nordrhein-Westfalen","20-50 km",2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"7","nein",0,500,NA,"Fahrrad",0,"1-50",45000,"40","60",72
"männlich",24,"0","ja","in einer WG",16,"sehr zufrieden",310,"zwischen 5 und 10 min","nein","Wirtschaft und Recht","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Nordrhein-Westfalen","100-200 km",2.8,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"5","nein",20,0,1100,"ÖPNV",0,"51-100",45000,"40","60",72
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"weiblich",21,"1","ja","in einer WG",10,"zufrieden",280,"zwischen 2 und 5 min","nein","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Bremen","100-200 km",1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"15","nein",8,0,970,"Fahrrad",0,"101-500",4000,"40","3/5",60
"männlich",19,"0","ja","zusammen mit meinem Partner/meiner Partnerin",35,"zufrieden",400,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",2.3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"7","nein",0,812,500,"Fahrrad",2,"1-50",4200,"40","30",92
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"männlich",19,"2","ja","alleine in einer Wohnung",38,"sehr zufrieden",410,"zwischen 2 und 5 min","ja","Volkswirtschaftslehre","nein","nein","Berlin","200-500 km",2.5,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","nein",4,0,1100,"Fahrrad",15,"mehr als 2000",55000,"40","60",62
"weiblich",20,"2","ja","in einer WG",18,"zufrieden",300,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","nein","Hamburg","200-500 km",1.7,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"13","ja",8,0,NA,"Fahrrad",0,"501-1000",45000,"40","3/5",68
"weiblich",19,"1","ja","bei meinen Eltern",120,"zufrieden",NA,"zwischen 20 und 30 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","0-10 km",1.8,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","nein",15,0,NA,"Fahrrad",0,"1-50",2000,"40","60",50
"männlich",19,"1","ja","in einer WG",16,"sehr zufrieden",400,"zwischen 15 und 20 min","nein","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.9,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"10","nein",0,0,1000,"ÖPNV",0,"101-500",NA,"40","3/5",65
"männlich",18,"1","ja","in einer WG",25,"sehr zufrieden",470,"zwischen 5 und 10 min","ja","Volkswirtschaftslehre","nein","nein","Nordrhein-Westfalen","100-200 km",1.1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","nein",2,0,400,"Fahrrad",0,"101-500",NA,"40","60",57
"weiblich",21,"0","ja","in einer WG",20,"es ist okay",470,"zwischen 10 und 15 min","ja","Betriebswirtschaftslehre","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Hamburg","200-500 km",1.7,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"11","nein",6,NA,NA,"Fahrrad",NA,"101-500",NA,"40","60",NA
"weiblich",18,"0","nein","alleine in einer Wohnung",50,"zufrieden",0,"Ich wohne nicht in Münster","nein","Wirtschaft und Recht","nein","nein","Nordrhein-Westfalen","20-50 km",1.7,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",6,0,NA,"ÖPNV",0,"1-50",NA,"40","60",50
"männlich",21,"0","ja","alleine in einer Wohnung",50,"sehr zufrieden",650,"zwischen 2 und 5 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",2.1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pädagogik","9","nein",0,0,1400,"Fahrrad",0,"1-50",45000,"40","3/5",73
"weiblich",21,"1","ja","in einer WG",19,"zufrieden",410,"zwischen 2 und 5 min","ja","Ökonomik","nein","ja, aber ich habe dieses Studium nicht abgeschlossen","Hessen","200-500 km",1.4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","nein",5,0,450,"Fahrrad",0,"101-500",NA,"40","3/5",56
"männlich",20,"1","nein","alleine in einer Wohnung",32,"sehr zufrieden",560,"weniger als 2 min","ja","Wirtschaft und Recht","nein","nein","Nordrhein-Westfalen","100-200 km",2.1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","nein",0,0,375,"Fahrrad",4,"51-100",30000,"40","60",54
"männlich",21,"1","ja","in einer WG",27,"sehr zufrieden",460,"zwischen 15 und 20 min","nein","Wirtschaft und Recht","nein","nein","Niedersachsen","200-500 km",2.1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"12","ja",6,200,500,"Fahrrad",0,"51-100",2500,"40","60",58
"männlich",20,"3","ja","in einer WG",15,"es ist okay",405,"zwischen 5 und 10 min","ja","Betriebswirtschaftslehre","nein","nein","Nordrhein-Westfalen","50-100 km",1.7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"12","nein",8,0,NA,"Fahrrad",0,"51-100",35000,"40","60",77
"weiblich",23,"3","ja","in einer WG",21,"es ist okay",470,"zwischen 5 und 10 min","nein","Betriebswirtschaftslehre","nein","nein","Saarland","200-500 km",2.3,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","nein",15,450,800,"Fahrrad",0,"101-500",50000,"40","60",85
